baseline,features,train_samples,test_samples,top1,top5,mrr,panel_mae,stitch_mae
nn_render_front,375,15715,3368,0.9973277909738717,0.9997030878859857,0.9985154394299287,0.005938242189586163,0.008907363750040531
nn_render_back,375,15715,3368,0.9973277909738717,0.9994061757719715,0.9983224465558195,0.006235154345631599,0.010095011442899704
nn_render_pair,1125,15715,3368,0.9970308788598575,0.9997030878859857,0.998317498020586,0.005344417877495289,0.011282660067081451
